HG ID,Gene Name,Gene Description,RefSeq,"""0hrs_replicate1""","""0hrs_replicate2""","""0hrs_replicate3""","""2hrs_replicate1""","""2hrs_replicate2""","""2hrs_replicate3""","""72hrs_replicate1""","""72hrs_replicate2""","""72hrs_replicate3""","""336hrs_replicate1""","""336hrs_replicate2""","""336hrs_replicate3""
"
38055.0,Tom1l1,target of myb1-like 1 (chicken),NC_000077.7,146.4,227.9,227,254.2,224.2,210.8,119.5,119.9,100.7,241.1,330.5,"225.3
"
33836.0,Edem1,"ER degradation enhancer, mannosidase alpha-like 1",NC_000072.7,46.6,75.6,43.3,63.1,59.7,108.4,121.2,164.9,47.4,66,42.3,"63.3
"
18932.0,Pkdcc,"protein kinase domain containing, cytoplasmic",NC_000083.7,627.7,244.2,485,206.9,141.6,147.1,387.5,293.5,284.3,158.4,345,"259.4
"
4609.0,Tubgcp3,"tubulin, gamma complex associated protein 3",NC_000074.7,225.4,340.6,138,292.6,264.7,282.1,321.7,237.8,213.7,224.5,259.3,"272.4
"
8378.0,Strn4,"striatin, calmodulin binding protein 4",NC_000073.7,227.8,712.1,789.4,363.4,390.7,518.4,324.8,494.9,308.9,537.1,666.5,"183.6
"
11314.0,Spats2,"spermatogenesis associated, serine-rich 2",NC_000081.7,1552.8,1424.3,1707.4,1413.6,1300.4,1013.8,1066.2,1179.5,1162.9,1936.2,1403.1,"1566.7
"
20834.0,Kat2b,K(lysine) acetyltransferase 2B,NC_000083.7,815.6,936.1,706.3,965,870.7,1122.8,758.2,648.4,682.2,464.2,614,"666.8
"
8381.0,Tnpo2,"transportin 2 (importin 3, karyopherin beta 2b)",NC_000074.7,1335.2,2018.7,1599.5,1447.4,1443.3,1623.5,1372.8,1324.3,1158.3,1221.2,1561.5,"1373.8
"
69110.0,Map3k3,mitogen-activated protein kinase kinase kinase 3,NC_000077.7,631.9,685.3,735.9,647.4,324.1,549,505.8,534.2,657.3,673.9,634,"601.3
"
129924.0,Smim11,small integral membrane protein 11,NC_000082.7,278.1,263.6,284.5,121.1,205,226.7,210.6,95.1,101.3,156.1,208.9,"175.7
"
129779.0,Lage3,"L antigen family, member 3",NC_000086.8,692.8,483.2,603.2,382.2,423.6,368.4,492,486,451.3,518.5,386,"611
"
55576.0,Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,NC_000082.7,480,424.3,512.2,553.2,355.8,586.7,504.8,441.5,527.4,310.9,418,"505.8
"
8927.0,Pdap1,PDGFA associated protein 1,NC_000071.7,1216.3,1078.4,1073.7,1472.4,1168.8,1686.9,1232,1477.4,1331.9,1450.6,1454.5,"1602.9
"
103879.0,Rab12,"RAB12, member RAS oncogene family",NC_000083.7,1398.5,1048.2,1138.8,1015,1405.7,1099.2,856.7,736.2,752.1,674.7,726.2,"807.3
"
1359.0,Cdh5,cadherin 5,NC_000074.7,734.7,558.6,554.8,377.2,676.7,825.8,566.3,705.5,842.5,409.8,621.1,"440.7
"
22947.0,Hspb11,"heat shock protein family B (small), member 11",NC_000070.7,54.6,32.7,80.5,24.3,134.2,80.2,168,107.9,25.7,180.1,220.1,"176.9
"
11957.0,Anapc16,anaphase promoting complex subunit 16,NC_000076.7,464.9,561.5,552.8,489.6,661.3,634.3,499.2,508.6,386.3,543.7,382,"665
"
3426.0,Cdc23,CDC23 cell division cycle 23,NC_000084.7,170.7,249.5,205.6,279.8,295.7,258.4,295.2,214.7,298.8,279,483,"381.7
"
4860.0,Tspan9,tetraspanin 9,NC_000072.7,2378.2,1902.3,1555.8,1197.7,1467.2,1465.3,1223,1578,1729.9,1880.2,1372.7,"1539.2
"
12988.0,Usp48,ubiquitin specific peptidase 48,NC_000070.7,616.9,645.1,614.5,521.4,687,524.8,627.5,472.6,466.2,616.7,637.4,"588.6
"
1750.0,Lsp1,lymphocyte specific 1,NC_000073.7,1562.5,1320.5,1521,1610.8,964.7,947.8,1756.8,1738.4,1832.5,2124.3,1471.1,"1514.2
"
2735.0,Pdlim4,PDZ and LIM domain 4,NC_000077.7,366.1,315.5,119.9,388.6,220.2,358.9,261.2,318.3,481.9,169.8,381.6,"326.9
"
11764.0,AU040320,expressed sequence AU040320,NC_000070.7,929.1,729.4,781.1,769.8,898.7,795.5,911,807.8,698.8,1045.2,826.6,"746.8
"
8059.0,Orc4,"origin recognition complex, subunit 4",NC_000068.8,233.5,239.8,441.8,309.5,201.9,197.8,130.7,136.9,167.4,173.5,180.5,"187.7
"
37910.0,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase",NC_000068.8,66,54.5,214.1,7.9,8.2,51.6,26.9,96.3,71.9,172.6,30.8,"58.8
"
32062.0,Pxmp2,peroxisomal membrane protein 2,NC_000071.7,2527.6,1263.4,1151.3,1387.6,1570.1,1279.1,1176.4,949.7,524.1,713,713,"962.6
"
7499.0,Cavin1,caveolae associated 1,NC_000077.7,7412.8,4944.6,4381.1,4495.6,4566.3,4477.8,4648.1,4659.5,4282.3,3673.4,3618,"3824.1
"
75041.0,Slc9a8,"solute carrier family 9 (sodium/hydrogen exchanger), member 8",NC_000068.8,794.8,514.2,719.3,618.6,605.8,561,289.1,615.9,742.1,394.4,661.2,"713.5
"
113300.0,Htra2,HtrA serine peptidase 2,NC_000072.7,633.2,452.6,136.4,313.3,187.3,401.2,399.5,547.8,422.1,389.4,333,"376.9
"
12544.0,Xpo6,exportin 6,NC_000073.7,980.4,1205.1,1615.1,1723.1,1069.3,1646.4,1239.2,1662.7,1466.1,1584.5,1084.1,"1628.9
"
14584.0,Dennd5a,DENN/MADD domain containing 5A,NC_000073.7,771,814.1,530.1,545.4,847.4,869.9,660.9,675,790.7,627.8,553.2,"549.4
"
14145.0,Fbxo21,F-box protein 21,NC_000071.7,189.3,169.1,300.6,192,229.7,236.2,321.1,141,179.2,180.8,289.1,"247.3
"
9766.0,Gatad2a,GATA zinc finger domain containing 2A,NC_000074.7,740.5,894.2,590.9,857.9,586.1,616.2,911.3,1064.6,1071.2,1063,1095,"1252.7
"
8991.0,Rab21,"RAB21, member RAS oncogene family",NC_000076.7,458.1,524.3,176.4,601.6,491.4,495.1,485,439.2,483.8,517,472.7,"558.9
"
11866.0,Edem3,"ER degradation enhancer, mannosidase alpha-like 3",NC_000067.7,364.9,459.4,518.3,405.7,272.8,549.6,367.4,514.7,354.8,475.1,390.2,"324.6
"
113742.0,Psme4,"proteasome (prosome, macropain) activator subunit 4",NC_000077.7,950.1,1058.4,751.4,1077.2,945,1016.4,826.2,730.7,810.1,671.2,917.8,"882.9
"
2929.0,Stbd1,starch binding domain 1,NC_000071.7,353.9,340.8,215.1,265.2,296.4,227.3,235.6,237.6,366,145.3,320.7,"160.3
"
32684.0,Wdr20,WD repeat domain 20,NC_000078.7,175.9,254.7,50.7,187.6,180.8,219.4,181.8,129.7,167.8,167.8,147,"206
"
12097.0,Armc10,armadillo repeat containing 10,NC_000071.7,200.3,380.7,282.8,290.3,368.8,314.5,400.7,255.9,321.3,409.5,461.5,"321.9
"
9585.0,Fam13b,"family with sequence similarity 13, member B",NC_000084.7,288.8,460.3,331.5,286,347.2,384.6,367.6,439.3,334.3,326.9,276.8,"364.3
"
9143.0,Dpcd,deleted in primary ciliary dyskinesia,NC_000085.7,795.3,712.9,1083.3,450.7,711.1,485.9,431.1,533.2,532.1,485.2,487.3,"579.3
"
1680.0,Jup,junction plakoglobin,NC_000077.7,1879.2,1805.6,2927.7,3447.1,3472.7,3785.9,2654.2,5801.9,5242,4641,5384.7,"7014.3
"
44882.0,Mroh1,maestro heat-like repeat family member 1,NC_000081.7,482.9,711.1,831.4,471.5,402.9,324,514.1,631.6,742.9,515.5,802.5,"705.6
"
22869.0,Fcho1,FCH domain only 1,NC_000074.7,543.2,202.6,466.4,329.2,367.3,383.4,451.7,455,221.2,289.6,455.3,"638.1
"
572.0,Blvra,biliverdin reductase A,NC_000068.8,198.7,221.5,395.4,363,207.3,282.1,260.6,443.7,256.7,310,350.8,"328.1
"
7920.0,Rlim,"ring finger protein, LIM domain interacting",NC_000086.8,469.8,387.3,287,602.5,463.9,631.3,541,755.1,615.4,675.7,445.2,"498
"
80230.0,Cstf2t,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau",NC_000085.7,335.5,382.1,392.1,440.6,394.3,496.4,451.3,438.5,388.5,489.2,402.1,"347.6
"
69517.0,Mfsd5,major facilitator superfamily domain containing 5,NC_000081.7,1306.1,1191.8,1557.6,1136.8,1319.5,1062.1,1365.9,1476.4,1367,1504.2,963.3,"1209.9
"
4424.0,Emc8,ER membrane protein complex subunit 8,NC_000074.7,260.1,291.9,403,294.5,250.2,238.6,276.9,363.4,324.7,281.6,439.5,"322.6
"
7728.0,Gdap2,ganglioside-induced differentiation-associated-protein 2,NC_000069.7,291.7,480.3,301,392.8,336.9,307.5,305.3,351,349.9,230.8,212.6,"295
"
48276.0,Arl3,ADP-ribosylation factor-like 3,NC_000085.7,377.4,332.1,175.4,200.1,250.2,159.3,236.1,230.3,204.3,230.3,285.9,"263.5
"
8935.0,Dlgap4,DLG associated protein 4,NC_000068.8,545.2,714.9,547.4,566.7,523.8,440.7,569.9,719,690.4,608.2,521,"577.7
"
37309.0,Pafah2,platelet-activating factor acetylhydrolase 2,NC_000070.7,162.6,181.8,153.8,89.3,249.8,175.8,215.9,143.4,146.3,168.5,281.8,"232.8
"
30998.0,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide",NC_000076.7,382.1,548.2,300.3,542.2,561.8,458.7,397.2,560.9,702.3,347.9,442.8,"439.3
"
13810.0,Nomo1,nodal modulator 1,NC_000073.7,6144.3,5299.9,5515.5,4407.4,5112.3,4210.8,4648.3,5325.8,4466.2,5025.3,5032.8,"4839.2
"
15891.0,Desi1,desumoylating isopeptidase 1,NC_000081.7,813.5,1248.5,785.7,1123.7,1058.4,944.1,1002.6,907.7,921.5,1042.4,1115.6,"1013.2
"
9888.0,Ints8,integrator complex subunit 8,NC_000070.7,79.6,140.4,42.7,163.6,204.9,140.8,115.1,137.2,174.2,137.4,161.6,"120.2
"
69215.0,Copz2,"coatomer protein complex, subunit zeta 2",NC_000077.7,649.6,848.5,1003.2,501.3,767.7,495.5,772.1,683.3,820.5,788.9,857.9,"749.9
"
10420.0,Gtpbp2,GTP binding protein 2,NC_000083.7,1009.2,1145.2,795.6,1142.2,935.7,969.7,1232.5,1105.3,1089.8,986.4,1308.6,"1291.9
"
68049.0,Tcof1,treacle ribosome biogenesis factor 1,NC_000084.7,647.7,710.8,1009,781,791.6,722.7,787.7,833.7,714.2,875.6,973,"798.7
"
9847.0,Rasip1,Ras interacting protein 1,NC_000073.7,351.2,250.9,187.5,430.7,458.6,499.4,422.1,511.5,787.7,307.5,363.5,"340.9
"
10343.0,Nans,N-acetylneuraminic acid synthase (sialic acid synthase),NC_000070.7,468.8,497.2,403.9,272.8,195.6,265.3,570.5,525.1,568.9,523.8,508.6,"469.4
"
48275.0,H6pd,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),NC_000070.7,3324.1,2253.2,1949.9,2684.7,3131.2,3211.8,2151.2,2439.4,2310.5,1894.8,1835.4,"2100.5
"
20532.0,Lrch4,leucine-rich repeats and calponin homology (CH) domain containing 4,NC_000071.7,335.9,345.8,555.6,462.8,343.1,344.7,516.6,1074,1167.6,693.3,656.7,"731.7
"
12542.0,Stk40,serine/threonine kinase 40,NC_000070.7,2763.3,2286.2,1806.9,2461.6,2225.5,2897.5,1950.5,2237.8,2747.9,2254.3,1725,"1991.2
"
1676.0,Ivd,isovaleryl coenzyme A dehydrogenase,NC_000068.8,1054.2,526.5,575.5,578.5,544,428.6,515,385.9,255,258.5,419.9,"421.9
"
460.0,Trp53,transformation related protein 53,NC_000077.7,463.1,384.6,612.6,609.6,324.4,568.2,590.6,636.4,651.4,820.8,840.6,"802
"
1265.0,Atf3,activating transcription factor 3,NC_000067.7,1019.4,601,673.3,3101.3,4183.1,1707.6,514.4,828.3,993.7,489.6,535,"639.9
"
56557.0,Snw1,SNW domain containing 1,NC_000078.7,36.2,13.8,122.3,60.3,10.3,54.7,12,164.2,183.5,93,171.7,"135.8
"
38274.0,Acp1,"acid phosphatase 1, soluble",NC_000078.7,221.7,177.3,228,163.4,164.8,195.3,245,304.2,276.5,280.6,193.5,"259.2
"
48430.0,Ipo8,importin 8,NC_000072.7,454.4,465.9,596.4,377,494.2,415.7,439.9,281.9,304.8,422.6,523.9,"346.9
"
2562.0,Zic1,zinc finger protein of the cerebellum 1,NC_000075.7,330.7,372.1,273.7,260.3,333.8,336.6,457.6,392.5,452.5,434.6,668.6,"550.3
"
627.0,Folr2,folate receptor 2 (fetal),NC_000073.7,1370,881.6,1497.6,1981.3,943.9,912.7,2701.8,2626,2348.3,819.3,968.2,"1488.5
"
7259.0,Ms4a1,"membrane-spanning 4-domains, subfamily A, member 1",NC_000085.7,480.9,405.9,282.2,301.7,331.6,255.9,300.9,221.7,181.1,220,238.6,"284.7
"
140820.0,Aak1,AP2 associated kinase 1,NC_000072.7,236.5,201.9,324.8,280.1,306,166,238.6,341.1,255.4,269.8,259,"251.1
"
10969.0,Rsad2,radical S-adenosyl methionine domain containing 2,NC_000078.7,114.7,147.2,73.1,208.4,173.3,78.6,214.5,250.6,294.4,65.1,59.7,"77.5
"
8690.0,Tubgcp4,"tubulin, gamma complex associated protein 4",NC_000068.8,268.8,247.1,530.8,280.6,280.9,212.3,288.8,318.6,283.5,441.8,347.4,"315.4
"
49182.0,Nppb,natriuretic peptide type B,NC_000070.7,157.4,55.5,182.6,79.2,149.4,181,268,161.5,178.4,73.9,32.7,"133.6
"
14171.0,Mbd6,methyl-CpG binding domain protein 6,NC_000076.7,610,1011.3,469,517.6,528.7,585.8,656.8,517.8,519.9,590.1,659.3,"709.5
"
7865.0,Notch2,notch 2,NC_000069.7,399.2,510.5,468.3,645,520.4,600.5,564.4,399.5,394.6,459.3,389.2,"406.5
"
3395.0,Traf6,TNF receptor-associated factor 6,NC_000068.8,503.3,477.8,322.4,447.7,400.9,477.8,307.3,461.3,338.6,492.3,335.4,"558.8
"
25107.0,Fam76b,"family with sequence similarity 76, member B",NC_000075.7,413.3,742.5,504.1,675.4,516.8,670.8,511.4,604.8,553.4,673.8,567.8,"729.7
"
32094.0,Heph,hephaestin,NC_000086.8,127.1,116.6,124.6,195.2,188.1,197.6,145.9,68.5,65.1,78,158.4,"125.1
"
35470.0,Zmym4,"zinc finger, MYM-type 4",NC_000070.7,428.2,270.3,358.3,240.2,289.9,374.6,323.7,272.7,211.3,318.2,296.4,"94
"
11276.0,Cdcp1,CUB domain containing protein 1,NC_000075.7,509.7,944.7,1104.6,1266,1037.8,1600.8,1063.3,791.8,1009.2,1438.2,923.8,"968.3
"
129878.0,Tigd5,tigger transposable element derived 5,NC_000081.7,348.9,297,434.7,304.2,302.5,230.6,224,343.5,276.8,284.2,514.4,"438.7
"
11039.0,Plac1,placental specific protein 1,NC_000086.8,207.9,169.6,805.8,248.7,322.5,223.5,192.1,133.5,276,245.5,315.2,"172.3
"
37751.0,Trappc10,trafficking protein particle complex 10,NC_000076.7,440.4,483.6,410.4,410.2,350.3,466.3,388.1,472.3,490.7,367.9,299.8,"386.5
"
12362.0,Ankrd33b,ankyrin repeat domain 33B,NC_000081.7,74.9,101.7,148,136.3,186.8,156.2,101,181,274.4,113.8,137.4,"113.2
"
18920.0,Fhdc1,FH2 domain containing 1,NC_000069.7,336.1,707.9,685.2,505.4,702.2,636,509.2,454.6,371.6,463.6,464.7,"550.2
"
11171.0,Pi4ka,phosphatidylinositol 4-kinase alpha,NC_000082.7,252.1,441.3,381.5,472.9,307.6,347.6,252.5,414.1,401.3,250.6,363.4,"365.5
"
21129.0,Itga3,integrin alpha 3,NC_000077.7,420.6,433.7,533.8,504.7,333.3,407.3,392.5,406.5,569.9,478.4,370.3,"486.4
"
32695.0,Lrpprc,leucine-rich PPR-motif containing,NC_000083.7,463.7,553.4,162.4,522.8,630,815.4,396.4,376.3,316.6,478.9,606,"360.3
"
8166.0,Slc7a8,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8",NC_000080.7,51.3,102.1,148,30.7,105.2,39.6,154.9,166.6,197.3,142.9,250.9,"197.8
"
32015.0,Atf6,activating transcription factor 6,NC_000067.7,220.8,274.1,186.7,172.8,123.7,182.4,204.8,236.3,213.4,216.1,181.4,"165.8
"
7219.0,Shoc2,"Shoc2, leucine rich repeat scaffold protein",NC_000085.7,87.6,72.7,39.6,76.7,65.1,30.5,95.7,64.6,77.8,86,62.4,"38.3
"
23441.0,Gdpd3,glycerophosphodiester phosphodiesterase domain containing 3,NC_000073.7,744.1,1298,993.4,927.2,785.9,1168.6,886,690.4,709.1,849.5,783.1,"1117.8
"
10044.0,Pbrm1,polybromo 1,NC_000080.7,10.7,26.2,212,8.1,66.2,14.9,10,45.9,51.6,36,15.3,"60.1
"
4079.0,Smad6,SMAD family member 6,NC_000075.7,273.4,436,410.2,306.1,229.7,214.9,352.3,303,227.4,390.2,332.4,"359.4
"
55759.0,Slc7a5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",NC_000074.7,492.4,697.1,268.1,1051.7,689.2,1064.6,746.9,883,1143.8,951.2,1002.7,"797
"
31267.0,Ggps1,geranylgeranyl diphosphate synthase 1,NC_000079.7,143.9,130.1,320.2,193.3,162.5,74.4,104.6,167.3,113.1,204.4,205.2,"144.4
"
40944.0,Snx5,sorting nexin 5,NC_000068.8,149.5,324,242.4,310.6,289.6,226.7,348.9,271.4,321.5,283.3,301.3,"256.5
"
18129.0,Adgrg3,adhesion G protein-coupled receptor G3,NC_000074.7,215.5,193.4,148.7,208.3,172.8,173.9,122.3,208.3,201.7,19.6,134.2,"139.4
"
8920.0,Dclre1a,DNA cross-link repair 1A,NC_000085.7,17.6,172.2,88.5,154.7,48.6,18.5,113.6,62.3,98.7,122.9,112.3,"115.7
"
11012.0,Hnrnph3,heterogeneous nuclear ribonucleoprotein H3,NC_000076.7,261,434.6,393.9,381.8,496.2,363.2,308.3,381.7,274.8,448.7,349.4,"318.4
"
7338.0,Gjb3,"gap junction protein, beta 3",NC_000070.7,746.8,1476.2,1391.6,1375.4,1315.7,1147.8,1051.1,1349.3,1085.5,1231.7,1862.1,"1989.3
"
9113.0,Sun2,Sad1 and UNC84 domain containing 2,NC_000081.7,4168.3,3674.6,3261.7,3758,4165.1,3909.7,2989.4,2439.7,2077.3,2156.3,2961.6,"3094.2
"
7231.0,Art5,ADP-ribosyltransferase 5,NC_000073.7,629.4,417.7,921.8,537.9,564.7,429.4,493.5,464.8,278.5,410.8,551,"434.1
"
10650.0,Tspan32,tetraspanin 32,NC_000073.7,327.4,140.9,303.5,224.1,218.3,104.6,329.8,267.7,235.5,184.9,177.6,"196.1
"
4327.0,Mef2d,myocyte enhancer factor 2D,NC_000069.7,2293.3,2867.7,2133,2782.9,1547.8,2790.3,1537,2053.3,2558.8,1365.6,1877.3,"1981.4
"
12634.0,Dtd2,D-tyrosyl-tRNA deacylase 2,NC_000078.7,804.1,577.8,536,460.6,706.9,526.1,450.3,413.1,452.8,326.7,521.3,"481.7
"
69013.0,Mark2,MAP/microtubule affinity regulating kinase 2,NC_000085.7,749.9,544.2,1279.6,855,644.5,1039.1,585.6,1183.4,929.6,520,921.6,"1213.6
"
74455.0,Clip1,CAP-GLY domain containing linker protein 1,NC_000071.7,2034,2353.7,1342.9,3039.8,2885.6,2790.6,1694.5,1260.2,1076.7,1117.5,997.8,"1283.9
"
9098.0,Asxl1,ASXL transcriptional regulator 1,NC_000068.8,459.1,467.1,372,436.5,426.1,423.3,606,420.8,388.9,606.8,485.2,"438.3
"
12435.0,Zfyve19,"zinc finger, FYVE domain containing 19",NC_000068.8,677.8,586.3,537.4,407.8,420.4,499.1,451.9,576.4,465.9,688.7,658.5,"648.2
"
5154.0,Ssr3,"signal sequence receptor, gamma",NC_000069.7,699.5,636,951,754.5,922.3,461.1,1174.7,1410.1,1635.5,1826.4,1278.6,"1072.4
"
18617.0,Lrrc8a,leucine rich repeat containing 8A VRAC subunit A,NC_000068.8,770.1,1000.5,939.8,1352.2,1480.2,1801.3,805.7,795.4,804.2,759.9,796.1,"911.2
"
4339.0,Mllt1,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1",NC_000083.7,513.3,485.8,208.2,251.9,378.9,228.5,238,280.3,327.6,387.1,392,"381.6
"
23421.0,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2,NC_000067.7,94.3,227.9,220.9,176.4,42.7,99.3,179.8,114.9,111.8,134.5,103.5,"97.6
"
45323.0,Fhod3,formin homology 2 domain containing 3,NC_000084.7,312.1,242,278.3,310.6,186.4,320.3,215.3,177.6,81.7,261.2,343,"385.4
"
3167.0,Cytip,cytohesin 1 interacting protein,NC_000068.8,113.1,39,205.4,172.9,55.3,148.5,216,254.4,445.1,117.4,143.9,"98
"
41776.0,Acyp2,"acylphosphatase 2, muscle type",NC_000077.7,2401.8,1339.3,1132.1,1533.4,1368.5,1618.3,844.1,856.3,431.4,484.4,645.4,"856
"
7257.0,Cbx5,chromobox 5,NC_000081.7,289.9,320.4,285,398.1,292.2,340.5,471.9,290.7,325.4,433.4,348.3,"344.5
"
8914.0,Lpgat1,lysophosphatidylglycerol acyltransferase 1,NC_000067.7,580.6,473,198.2,499.8,900.3,1195.9,662,599.7,561.6,577.6,570,"492.1
"
2113.0,Pthlh,parathyroid hormone-like peptide,NC_000072.7,215.2,287.8,360.2,195.3,265.5,332.2,249.8,269.5,320.1,211.4,226.4,"221.4
"
106612.0,Tmem35b,transmembrane protein 35B,NC_000070.7,331,504.9,571.2,444,543.9,358.3,380.7,423.7,319,389.7,606.4,"423.7
"
5186.0,Zmym6,"zinc finger, MYM-type 6",NC_000070.7,331,504.9,571.2,444,543.9,358.3,380.7,423.7,319,389.7,606.4,"423.7
"
36205.0,Lrba,LPS-responsive beige-like anchor,NC_000069.7,791,1009.3,1391.3,989.9,921.5,886.1,912.3,675.4,621.7,895.8,872.8,"886
"
68440.0,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2",NC_000068.8,408.7,490.3,487.4,460.5,429.6,563.7,403.9,412.5,393,400.7,429.5,"361.6
"
474.0,Il6ra,"interleukin 6 receptor, alpha",NC_000069.7,245.8,452,350.2,132.1,546.2,486.9,159,262.8,593.8,112.7,312.6,"309.2
"
1223.0,Grk2,G protein-coupled receptor kinase 2,NC_000085.7,424.3,377.9,698.5,469,437.4,401.6,446.8,657.1,595.2,322,501.3,"537.6
"
31346.0,Map3k4,mitogen-activated protein kinase kinase kinase 4,NC_000083.7,107.1,253.5,202.7,136.9,217.7,220,177.3,226.1,200.9,220.5,228.5,"287.8
"
1286.0,Baat,bile acid-Coenzyme A: amino acid N-acyltransferase,NC_000070.7,328,286.4,757.5,199.9,271.2,373.4,237,271.9,312.4,363.5,233.9,"200.9
"
20839.0,Cpne3,copine III,NC_000070.7,850.3,739.7,734.6,887.1,1272.1,792.1,1234.8,987.6,842.2,1139.9,961.6,"921.3
"
5930.0,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",NC_000070.7,487.5,234.5,471.4,320.8,422.4,367.9,402.9,387.8,406.7,530.5,423.5,"331.2
"
7178.0,Polr2f,polymerase (RNA) II (DNA directed) polypeptide F,NC_000081.7,1691.2,2415.6,2108.5,2214.4,1842.6,2133.6,2169.8,2016.6,1853.4,2326.3,2497.2,"2499.8
"
2322.0,Sncg,"synuclein, gamma",NC_000080.7,797.4,243.8,296.9,509.6,1375.4,1140.6,390.8,457.8,201.6,274.5,442.4,"511.6
"
15140.0,5031439G07Rik,RIKEN cDNA 5031439G07 gene,NC_000081.7,806,846.4,813.9,1124,910.6,1015.8,1164.9,1055.9,1007.2,1004.9,1068.8,"1169.2
"
30994.0,Hmgcr,3-hydroxy-3-methylglutaryl-Coenzyme A reductase,NC_000079.7,209.3,205.5,241.9,318.9,260.6,304.7,271.6,209.9,229.6,307.7,279.4,"281.4
"
75077.0,Slc38a4,"solute carrier family 38, member 4",NC_000081.7,433.5,416.5,538.5,387.1,527.5,386,501.7,475.4,291.9,503.5,270.8,"328.9
"
9236.0,Senp3,SUMO/sentrin specific peptidase 3,NC_000077.7,934.8,1111.3,888.9,932.3,823.3,797.9,1018.8,1235.1,1082.5,1439.1,1469.8,"1332.4
"
81724.0,Cul4a,cullin 4A,NC_000074.7,961.2,864,945.7,817.9,1020.1,840.2,929.5,785.7,803.4,896.5,947.1,"753.1
"
8066.0,Casp8ap2,caspase 8 associated protein 2,NC_000070.7,120.3,226.4,445.9,254,201.5,311.5,245.4,218.7,311.1,303.5,266.5,"306.1
"
8902.0,Klhl21,kelch-like 21,NC_000070.7,2793.9,2082.6,1763.3,2469.1,2012.9,2363.3,1801.2,2176,1827.4,1837.7,2166.3,"2818.1
"
34661.0,Ibtk,inhibitor of Bruton agammaglobulinemia tyrosine kinase,NC_000075.7,273.7,270.5,548.3,330.2,445.5,368.9,369.8,166.6,173.3,172.4,281.7,"166.4
"
28583.0,Hnrnpul2,heterogeneous nuclear ribonucleoprotein U-like 2,NC_000085.7,640.6,572.7,318.1,428.2,355.6,365.9,243.2,336.2,287.2,376.3,381.3,"482.8
"
7089.0,Ipo11,importin 11,NC_000079.7,266.2,316.7,246.9,327.1,204.7,121.5,420.5,255.6,313.5,348.4,308.3,"390.6
"
14124.0,Cipc,"CLOCK interacting protein, circadian",NC_000078.7,456.8,392.6,326.7,487.1,472.7,587.1,312.5,399.9,274.5,250.1,313.9,"407.8
"
62301.0,Zdhhc14,"zinc finger, DHHC domain containing 14",NC_000083.7,243.1,178,544.3,130.8,96.5,166.9,128.8,172.4,216.6,162.4,191.4,"145.3
"
135760.0,Mzt2,mitotic spindle organizing protein 2,NC_000082.7,641.1,571.3,537.1,515.6,563.2,491.3,639,488.2,340.1,397.9,429.6,"415.5
"
8584.0,Commd9,COMM domain containing 9,NC_000068.8,500.4,231.2,487.3,338.6,197.4,225.2,333.3,328.2,217.1,355.7,319.8,"323.2
"
5610.0,Polr3k,polymerase (RNA) III (DNA directed) polypeptide K,NC_000068.8,117.9,195.7,231.1,175,176.9,106.6,239.2,170.8,83.3,206.7,238.1,"179.2
"
5707.0,Rars2,"arginyl-tRNA synthetase 2, mitochondrial",NC_000070.7,351.1,532.2,452,501.2,383.7,453.9,479.7,513.2,369.2,486.5,462.8,"404.6
"
40210.0,Dpp3,dipeptidylpeptidase 3,NC_000085.7,651.8,814.2,393.7,449.1,390.8,471.1,701.2,636.8,736.9,823.8,859.6,"936.1
"
55493.0,Itgax,integrin alpha X,NC_000073.7,390.9,479,208.6,409.7,297.2,351.9,269.9,320.2,430.7,586.4,607.5,"561.5
"
16304.0,G6pc3,"glucose 6 phosphatase, catalytic, 3",NC_000077.7,745.5,656.5,356.4,575.7,570.2,660.1,548.8,900.5,864.5,798,790.8,"837.6
"
40962.0,Ubxn4,UBX domain protein 4,NC_000067.7,330,497.8,223.2,672.8,707.9,703.1,668,548.5,710,602.9,669.7,"592.3
"
22889.0,Abhd14a,abhydrolase domain containing 14A,NC_000075.7,455.4,262.5,459.2,222.6,329,214.9,194.3,301.4,331,316.2,370.5,"334.8
"
1979.0,Pgm1,phosphoglucomutase 1,NC_000070.7,12742.3,7054.6,6422.4,6892.7,7964.4,7331.3,5946.7,4498.8,2975.5,2789.4,4076.4,"3524.7
"
20909.0,Arhgap1,Rho GTPase activating protein 1,NC_000068.8,647.3,1005.1,681.5,710.7,543,692.3,1187.8,1189.4,1290.4,1064.5,1098.7,"1490.9
"
